album,artist,bnm,bnr,date,reviewer,score,url
Silent Congas,Larry Gus,0,0,January 4 2013,Mike Powell,5.8,https://pitchfork.com/reviews/albums/17472-silent-congas/
Django Unchained OST,,0,0,January 7 2013,Lindsay Zoladz,5.8,https://pitchfork.com/reviews/albums/17515-django-unchained-ost/
Man Chest Hair,,0,0,January 4 2013,Joe Tangari,7.1,https://pitchfork.com/reviews/albums/17417-man-chest-hair/
Truant / Rough Sleeper,Burial,1,0,January 4 2013,Mark Richardson,8.4,https://pitchfork.com/reviews/albums/17498-truant-rough-sleeper/
Berberian Sound Studio: Original Motion Picture Soundtrack,Broadcast,0,0,January 3 2013,Nick Neyland,7.4,https://pitchfork.com/reviews/albums/17492-berberian-sound-studio-original-motion-picture-soundtrack/
Bodily Functions,Herbert,0,1,January 3 2013,Andrew Ryce,8.7,https://pitchfork.com/reviews/albums/17491-bodily-functions/
Whiteout EP,Dawn Richard,0,0,January 3 2013,Tim Finney,6.7,https://pitchfork.com/reviews/albums/17494-white-out-ep/
Vanquish in Vengeance,Incantation,0,0,January 3 2013,Kim Kelly,7.8,https://pitchfork.com/reviews/albums/17404-vanquish-in-vengeance/
Drilluminati,King Louie,0,0,January 3 2013,Miles Raymer,6.8,https://pitchfork.com/reviews/albums/17503-drilluminati/
Living With Ghosts,Sigha,0,0,December 14 2012,Andrew Gaerig,6.8,https://pitchfork.com/reviews/albums/17421-living-with-ghosts/
Nayim From The Halfway Line,Alexis Taylor,0,0,January 2 2013,Nick Neyland,6.3,https://pitchfork.com/reviews/albums/17488-nayim-from-the-halfway-line/
Orbits,Starkey,0,0,December 14 2012,Nate Patrin,8.0,https://pitchfork.com/reviews/albums/17471-orbits/
Taco Leg,Taco Leg,0,0,December 14 2012,Aaron Leitko,6.0,https://pitchfork.com/reviews/albums/17423-taco-leg/
LongLiveA$AP,A$AP Rocky,1,0,January 2 2013,Jayson Greene,8.5,https://pitchfork.com/reviews/albums/17505-longliveaap/
Loosies,,0,0,January 2 2013,Nate Patrin,6.6,https://pitchfork.com/reviews/albums/17506-loosies/
The Paranormal Soul,Legowelt,0,0,January 2 2013,Andrew Gaerig,6.9,https://pitchfork.com/reviews/albums/17483-the-paranormal-soul/
"Finding Comfort in Overwhelming Negativity,The Chasms of My Heart","Theologian,Theologian",0,0,January 2 2013,Grayson Currin,"7.4,6.9",https://pitchfork.com/reviews/albums/17443-finding-comfort-in-overwhelming-negativity/
Finally Rich,Chief Keef,0,0,December 14 2012,Jayson Greene,7.5,https://pitchfork.com/reviews/albums/17477-finally-rich/
Longing,Bell Witch,0,0,December 13 2012,Andy O'Connor,8.0,https://pitchfork.com/reviews/albums/17450-longing/
Damned Revolutions,Gate,0,0,December 13 2012,Marc Masters,7.3,https://pitchfork.com/reviews/albums/17460-damned-revolutions/
Tuna Melt EP,A-Trak,0,0,December 14 2012,Miles Raymer,7.5,https://pitchfork.com/reviews/albums/17487-tuna-melt-ep/
Real Colors of the Physical World,Raglani,0,0,December 11 2012,Marc Masters,7.7,https://pitchfork.com/reviews/albums/17378-real-colors-of-the-physical-world/
Jesus Piece,The Game,0,0,December 12 2012,Jayson Greene,6.0,https://pitchfork.com/reviews/albums/17469-jesus-piece/
The Narcissist II,Dean Blunt,0,0,December 12 2012,Andrew Gaerig,5.4,https://pitchfork.com/reviews/albums/17377-the-narcissist-ii/
Wish,Window Twins,0,0,December 12 2012,Steven Hyden,6.2,https://pitchfork.com/reviews/albums/17470-wish/
Wild Songs,Estasy,0,0,December 11 2012,Hari Ashurst,6.9,https://pitchfork.com/reviews/albums/17416-wild-songs/
Voodoo,D’Angelo,0,1,December 12 2012,Ryan Dombal,10,https://pitchfork.com/reviews/albums/17407-voodoo/
O.N.I.F.C.,Wiz Khalifa,0,0,December 13 2012,Jordan Sargent,4.8,https://pitchfork.com/reviews/albums/17391-onifc/
Worship Is the Cleansing of the Imagination,"JK Flesh,Prurient",0,0,December 12 2012,Grayson Currin,8.0,https://pitchfork.com/reviews/albums/17406-worship-is-the-cleansing-of-the-imagination/
Life Ain't No Joke,Lil Durk,0,0,December 11 2012,Jordan Sargent,6.5,https://pitchfork.com/reviews/albums/17441-life-aint-no-joke/
Straight Like That 3,Rich Kidz,0,0,December 13 2012,Mike Powell,6.0,https://pitchfork.com/reviews/albums/17475-straight-like-that-3/
At The BBC,Amy Winehouse,0,0,December 11 2012,Douglas Wolk,3.1,https://pitchfork.com/reviews/albums/17295-at-the-bbc/
Danger EP,Katy B,0,0,December 13 2012,Carrie Battan,7.8,https://pitchfork.com/reviews/albums/17493-danger-ep/
Lucifer in Dub,Peaking Lights,0,0,December 10 2012,Stuart Berman,6.6,https://pitchfork.com/reviews/albums/17429-lucifer-in-dub/
Ten,Girls Aloud,0,0,December 7 2012,Douglas Wolk,7.0,https://pitchfork.com/reviews/albums/17467-ten/
The Mystery of Heaven,Jozef Van Wissem & Jim Jarmusch,0,0,December 7 2012,Nick Neyland,6.4,https://pitchfork.com/reviews/albums/17480-the-mystery-of-heaven/
Satanic Blood,Von,0,0,December 6 2012,Grayson Currin,5.0,https://pitchfork.com/reviews/albums/17435-satanic-blood/
Prison to Prison EP,Starred,0,0,December 7 2012,Zach Kelly,6.8,https://pitchfork.com/reviews/albums/17447-prison-to-prison-ep/
Duality,Captain Murphy,0,0,December 7 2012,Ian Cohen,8.0,https://pitchfork.com/reviews/albums/17482-duality/
Vicious Lies and Dangerous Rumors,Big Boi,0,0,December 10 2012,Miles Raymer,6.1,https://pitchfork.com/reviews/albums/17294-vicious-lies-and-dangerous-rumors/
Love Deluxe,The Rosebuds,0,0,December 7 2012,Eric Harvey,6.0,https://pitchfork.com/reviews/albums/17464-love-deluxe/
Persistent Malaise,Cold Pumas,0,0,December 10 2012,Laura Snapes,7.4,https://pitchfork.com/reviews/albums/17355-persistent-malaise/
Bastards,Björk,0,0,December 11 2012,Jayson Greene,5.2,https://pitchfork.com/reviews/albums/17386-bastards/
The Jazz Workshop Concerts 1964–65,Charles Mingus,0,0,December 10 2012,Hank Shteamer,8.4,https://pitchfork.com/reviews/albums/17430-the-jazz-workshop-concerts-196465/
LP,Container,0,0,December 10 2012,Andrew Gaerig,7.4,https://pitchfork.com/reviews/albums/17481-lp/
Demos,Sharon Van Etten,0,0,December 5 2012,Laura Snapes,7.1,https://pitchfork.com/reviews/albums/17474-tramp-deluxe-edition/
Greatest of Deceivers,NIDINGR,0,0,December 5 2012,Miles Raymer,5.7,https://pitchfork.com/reviews/albums/17453-greatest-of-deceivers/
Stubborn Heart,Stubborn Heart,0,0,December 6 2012,Hari Ashurst,5.8,https://pitchfork.com/reviews/albums/17364-stubborn-heart/
Roomful of Teeth,Roomful of Teeth,0,0,December 5 2012,Jayson Greene,7.0,https://pitchfork.com/reviews/albums/17413-roomful-of-teeth/
"Casino Classics,Lipslide","Saint Etienne,Sarah Cracknell",0,0,December 6 2012,Marc Hogan,"7.2,7.4",https://pitchfork.com/reviews/albums/17439-casino-classics-lipslide/
Tiga Non Stop,Tiga,0,0,December 5 2012,Andrew Gaerig,7.3,https://pitchfork.com/reviews/albums/17359-tiga-non-stop/
Turns Turns Turns EP,Majical Cloudz,0,0,December 6 2012,Lindsay Zoladz,7.6,https://pitchfork.com/reviews/albums/17451-turns-turns-turns-ep/
Grace/Confusion,Memory Tapes,0,0,December 6 2012,Ian Cohen,6.2,https://pitchfork.com/reviews/albums/17393-graceconfusion/
Night Has a Thousand Screams,Umberto,0,0,December 4 2012,Nick Neyland,6.1,https://pitchfork.com/reviews/albums/17385-night-has-a-thousand-screams/
Wu-Block,Wu-Block,0,0,December 4 2012,Jayson Greene,6.5,https://pitchfork.com/reviews/albums/17446-wu-block/
...And Don't Deliver Us From Evil,Forgotten Tomb,0,0,December 4 2012,Kim Kelly,7.5,https://pitchfork.com/reviews/albums/17382-and-dont-deliver-us-from-evil/
Mellon Collie and the Infinite Sadness,The Smashing Pumpkins,0,1,December 5 2012,Ian Cohen,9.3,https://pitchfork.com/reviews/albums/17389-mellon-collie-and-the-infinite-sadness/
The Crystal Ark,The Crystal Ark,0,0,November 30 2012,Jonah Bromwich,5.6,https://pitchfork.com/reviews/albums/17340-the-crystal-ark/
"From the Vaults, Vol. 1",Kylesa,0,0,November 30 2012,Grayson Currin,7.3,https://pitchfork.com/reviews/albums/17325-from-the-vaults-vol-1/
Black Mamba,Cut Hands,0,0,December 3 2012,Nick Neyland,6.8,https://pitchfork.com/reviews/albums/17444-black-mamba/
The Allah-Las,Allah-Las,0,0,November 30 2012,Steven Hyden,6.9,https://pitchfork.com/reviews/albums/17463-the-allah-las/
Super Ultra,Charli XCX,0,0,December 3 2012,Miles Raymer,5.0,https://pitchfork.com/reviews/albums/17457-super-ultra/
Widowmaker,Dragged Into Sunlight,0,0,December 3 2012,Grayson Currin,6.2,https://pitchfork.com/reviews/albums/17381-widowmaker/
On Triple Beams,Tyvek,0,0,December 3 2012,Evan Minsker,8.0,https://pitchfork.com/reviews/albums/17411-on-triple-beams/
Bish Bosch,Scott Walker,0,0,December 3 2012,Mike Powell,8.0,https://pitchfork.com/reviews/albums/17387-bish-bosch/
Turn on the Bright Lights: The Tenth Anniversary Edition,Interpol,0,1,December 4 2012,Matt LeMay,9.5,https://pitchfork.com/reviews/albums/17324-turn-on-the-bright-lights-the-tenth-anniversary-edition/
Instrumental Tourist,"Tim Hecker,Daniel Lopatin",0,0,November 30 2012,Mark Richardson,7.5,https://pitchfork.com/reviews/albums/17327-instrumental-tourist/
Girl on Fire,Alicia Keys,0,0,December 4 2012,Stephen M. Deusner,7.1,https://pitchfork.com/reviews/albums/17476-girl-on-fire/
Blue Lines,Massive Attack,0,1,November 30 2012,Miles Raymer,9.0,https://pitchfork.com/reviews/albums/17384-blue-lines-remastered-box-set/
Desertshore/The Final Report,X-TG,0,0,November 29 2012,Nick Neyland,7.8,https://pitchfork.com/reviews/albums/17376-desertshore/
Liquid EP,Boody & LE1F,0,0,November 28 2012,Miles Raymer,7.1,https://pitchfork.com/reviews/albums/17454-liquid-ep/
Dagdrøm,Nadja,0,0,November 29 2012,Stuart Berman,7.8,https://pitchfork.com/reviews/albums/17317-dagdrm/
Drones,Nico Muhly,0,0,November 29 2012,Jayson Greene,7.1,https://pitchfork.com/reviews/albums/17448-drones/
Mirror Maru,Cashmere Cat,0,0,November 28 2012,Jonah Bromwich,7.6,https://pitchfork.com/reviews/albums/17408-mirror-maru/
Mac & Cheese 3,French Montana,0,0,November 29 2012,Ian Cohen,5.4,https://pitchfork.com/reviews/albums/17466-mac-cheese-3/
Hemlock Recordings: Chapter One,,0,0,November 29 2012,Mike Powell,7.0,https://pitchfork.com/reviews/albums/17302-hemlock-recordings-chapter-one/
Ex-Cult,Ex-Cult,0,0,November 28 2012,Stephen M. Deusner,6.9,https://pitchfork.com/reviews/albums/17458-ex-cult/
Sushi,James Ferraro,0,0,November 27 2012,Marc Masters,7.2,https://pitchfork.com/reviews/albums/17459-sushi/
Into the Future,Bad Brains,0,0,November 28 2012,Jayson Greene,5.9,https://pitchfork.com/reviews/albums/17329-into-the-future/
More for the Masses,The People's Temple,0,0,November 27 2012,Evan Minsker,6.8,https://pitchfork.com/reviews/albums/17412-more-for-the-masses/
Bikini Kill EP,Bikini Kill,0,1,November 28 2012,Lindsay Zoladz,8.7,https://pitchfork.com/reviews/albums/17434-bikini-kill-ep/
Black Pleasure,Cities Aviv,0,0,November 26 2012,Ian Cohen,6.1,https://pitchfork.com/reviews/albums/17456-black-pleasure/
The History Channel,"E-40,Too $hort",0,0,November 27 2012,Jayson Greene,7.8,https://pitchfork.com/reviews/albums/17363-the-history-channel/
Suffocating in the Swarm of Crane,Downfall of Gaia,0,0,November 26 2012,Kim Kelly,6.5,https://pitchfork.com/reviews/albums/17399-suffocating-in-the-swarm-of-crane/
A Wrenched Virile Lore,Mogwai,0,0,November 27 2012,Stuart Berman,7.0,https://pitchfork.com/reviews/albums/17374-a-wrenched-virile-lore/
A World Out Of Time,Eternal Tapestry,0,0,November 26 2012,Marc Masters,7.0,https://pitchfork.com/reviews/albums/17293-a-world-out-of-time/
Jummy,Gerry Read,0,0,November 26 2012,Andrew Gaerig,8.0,https://pitchfork.com/reviews/albums/17445-jummy/
True,Solange,0,0,November 27 2012,Carrie Battan,7.8,https://pitchfork.com/reviews/albums/17373-true/
Wiki93 EP,Ratking,0,0,November 21 2012,Jordan Sargent,5.8,https://pitchfork.com/reviews/albums/17352-wiki93-ep/
Unapologetic,Rihanna,0,0,November 26 2012,Jessica Hopper,4.5,https://pitchfork.com/reviews/albums/17369-unapologetic/
Reloaded,Roc Marciano,0,0,November 21 2012,Ian Cohen,8.1,https://pitchfork.com/reviews/albums/17301-reloaded/
OFF/ON,Forma,0,0,November 21 2012,Zach Kelly,6.7,https://pitchfork.com/reviews/albums/17440-off-on/
Quarter Turns Over a Living Line,Raime,0,0,November 21 2012,Nick Neyland,7.2,https://pitchfork.com/reviews/albums/17414-quarter-turns-over-a-living-line/
Movement,Holly Herndon,0,0,November 20 2012,Grayson Haver Currin,8.1,https://pitchfork.com/reviews/albums/17356-movement/
Jessica Pratt,Jessica Pratt,0,0,November 20 2012,Lindsay Zoladz,7.5,https://pitchfork.com/reviews/albums/17415-jessica-pratt/
Wild Water Kingdom,Heems,0,0,November 20 2012,Jonah Bromwich,7.2,https://pitchfork.com/reviews/albums/17251-wild-water-kingdom/
Pale Fire,El Perro Del Mar,0,0,November 19 2012,Katherine St Asaph,6.0,https://pitchfork.com/reviews/albums/17292-pale-fire/
Sequitur,Steve Hauschildt,0,0,November 19 2012,Sam Hockley-Smith,6.6,https://pitchfork.com/reviews/albums/17360-sequitur/
"The Velvet Underground & Nico 45th Anniversary [Super Deluxe],The Velvet Underground & Nico","The Velvet Underground,The Velvet Underground",0,1,November 20 2012,Miles Raymer,"9.0,10",https://pitchfork.com/reviews/albums/17129-the-velvet-underground-nico/
Chocomel Daze (Live 1987),Dinosaur Jr.,0,0,November 21 2012,Stuart Berman,4.5,https://pitchfork.com/reviews/albums/17370-chocomel-daze-live-1987/
We Don't Even Live Here,P.O.S,0,0,November 20 2012,Ian Cohen,5.7,https://pitchfork.com/reviews/albums/17214-we-dont-even-live-here/
The Odds,The Evens,0,0,November 19 2012,Douglas Wolk,8.0,https://pitchfork.com/reviews/albums/17328-the-odds/
Rare Chandeliers,Action Bronson,0,0,November 19 2012,Jordan Sargent,7.2,https://pitchfork.com/reviews/albums/17375-rare-chandeliers/
Go Easy,Blank Realm,0,0,November 16 2012,Marc Masters,7.3,https://pitchfork.com/reviews/albums/17403-go-easy/
The Disintegration Loops,William Basinski,0,1,November 19 2012,Mark Richardson,10,https://pitchfork.com/reviews/albums/17064-the-disintegration-loops/
An Omen EP,How to destroy angels_,0,0,November 15 2012,Eric Harvey,6.5,https://pitchfork.com/reviews/albums/17297-an-omen-ep/
Nebula Dance,Ital Tek,0,0,November 14 2012,Miles Raymer,7.8,https://pitchfork.com/reviews/albums/17353-nebula-dance/
Lonely at the Top,Lukid,0,0,November 15 2012,Ruth Saxelby,8.0,https://pitchfork.com/reviews/albums/17217-lonely-at-the-top/
Our House on the Hill,The Babies,0,0,November 15 2012,Jenn Pelly,7.8,https://pitchfork.com/reviews/albums/17296-our-house-on-the-hill/
King Animal,Soundgarden,0,0,November 16 2012,Stuart Berman,5.9,https://pitchfork.com/reviews/albums/17300-king-animal/
Put Your Sad Down EP,School of Seven Bells,0,0,November 14 2012,Eric Harvey,6.3,https://pitchfork.com/reviews/albums/17396-put-your-sad-down-ep/
The MOEna Lisa,DaVinci,0,0,November 14 2012,Jayson Greene,7.1,https://pitchfork.com/reviews/albums/17201-the-moena-lisa/
Diamond In The Ruff,Freeway,0,0,November 15 2012,Jayson Greene,5.3,https://pitchfork.com/reviews/albums/17299-diamond-in-the-ruff/
Temporal,Isis,0,0,November 15 2012,Grayson Currin,6.7,https://pitchfork.com/reviews/albums/17279-temporal/
Relief,Kevin Drumm,0,0,November 16 2012,Brian Howe,7.7,https://pitchfork.com/reviews/albums/17362-relief/
Growing Seeds,Lust for Youth,0,0,November 16 2012,Jayson Greene,7.0,https://pitchfork.com/reviews/albums/17366-growing-seeds/
Cosmic Angel: The Illuminati Prince/ss,Mykki Blanco,0,0,November 16 2012,Carrie Battan,6.8,https://pitchfork.com/reviews/albums/17350-cosmic-angel-the-illuminati-princess/
Mark Kozelek: On Tour: A Documentary - The Soundtrack,Mark Kozelek,0,0,November 13 2012,Stephen M. Deusner,6.0,https://pitchfork.com/reviews/albums/17365-mark-kozelek-on-tour-the-soundtrack/
Silver & Gold,Sufjan Stevens,0,0,November 14 2012,Ryan Dombal,7.8,https://pitchfork.com/reviews/albums/17320-silver-gold-songs-for-christmas/
Pro Style EP,Pete Swanson,0,0,November 13 2012,Marc Masters,7.9,https://pitchfork.com/reviews/albums/17401-pro-style-ep/
Trilogy,The Weeknd,0,1,November 13 2012,Ian Cohen,8.5,https://pitchfork.com/reviews/albums/17280-the-trilogy/
A List of the Burning Mountains,Oneida,0,0,November 14 2012,Marc Masters,7.2,https://pitchfork.com/reviews/albums/17304-a-list-of-the-burning-mountains/
Power and Passion,Mr. Muthafuckin’ eXquire,0,0,November 13 2012,Jonah Bromwich,5.4,https://pitchfork.com/reviews/albums/17146-power-and-passion/
Dream On,Ital,0,0,November 13 2012,Nate Patrin,7.4,https://pitchfork.com/reviews/albums/17298-dream-on/
The Bears for Lunch,Guided by Voices,0,0,November 12 2012,Stuart Berman,7.3,https://pitchfork.com/reviews/albums/17321-the-bears-for-lunch/
At the Down-turned Jagged Rim of the Sky,Jessica Bailiff,0,0,November 12 2012,Ned Raggett,7.5,https://pitchfork.com/reviews/albums/17409-at-the-down-turned-jagged-rim-of-the-sky/
Mad Music,Mad Music Inc.,0,0,November 12 2012,Andy Beta,6.9,https://pitchfork.com/reviews/albums/17343-mad-music/
"Work Hard, Play Hard, Pray Hard: Hard Time, Good Time & End Time Music, 1923-1936",,0,0,November 12 2012,Grayson Currin,8.3,https://pitchfork.com/reviews/albums/17318-work-hard-play-hard-pray-hard-hard-time-good-time-end-time-music-1923-1936/
(III),Crystal Castles,0,0,November 12 2012,Ian Cohen,8.0,https://pitchfork.com/reviews/albums/17272-iii/
Desert Strike EP,Fatima Al Qadiri,0,0,November 7 2012,Carrie Battan,7.9,https://pitchfork.com/reviews/albums/17312-desert-strike-ep/
Smalhans,Lindstrøm,0,0,November 8 2012,Larry Fitzmaurice,7.6,https://pitchfork.com/reviews/albums/17277-smalhans/
The Man With the Iron Fists OST,,0,0,November 8 2012,Ian Cohen,7.4,https://pitchfork.com/reviews/albums/17433-the-man-with-the-iron-fists/
Ark,Halls,0,0,November 8 2012,Harley Brown,7.2,https://pitchfork.com/reviews/albums/17349-ark/
Vanitas,Anaal Nathrakh,0,0,November 8 2012,Grayson Currin,7.0,https://pitchfork.com/reviews/albums/17319-vanitas/
Release,Pangaea,0,0,November 8 2012,Andrew Gaerig,7.7,https://pitchfork.com/reviews/albums/17395-release/
Lights Out,Graveyard,0,0,November 9 2012,Steven Hyden,7.0,https://pitchfork.com/reviews/albums/17380-lights-out/
Top 10 Hits of the End of the World,Prince Rama,0,0,November 9 2012,Zach Kelly,6.8,https://pitchfork.com/reviews/albums/17278-top-10-hits-of-the-end-of-the-world/
Information Age,Dead Prez,0,0,November 9 2012,Jayson Greene,3.4,https://pitchfork.com/reviews/albums/17290-information-age/
"The Studio Albums 1968-1979,Song to a Seagull,Clouds,Ladies of the Canyon,Blue,For the Roses,Court and Spark,The Hissing of Summer Lawns,Hejira,Don Juan's Reckless Daughter,Mingus","Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell,Joni Mitchell",0,0,November 9 2012,Jessica Hopper,"8.0,6.7,7.0,7.8,10,9.1,10,10,8.0,6.1,5.5",https://pitchfork.com/reviews/albums/17269-the-studio-albums-1968-1979/
Alone Together,Karriem Riggins,0,0,November 9 2012,Jonah Bromwich,7.8,https://pitchfork.com/reviews/albums/17367-alone-together/
The Vermilion Border,Viv Albertine,0,0,November 7 2012,Lindsay Zoladz,7.2,https://pitchfork.com/reviews/albums/17354-the-vermilion-border/
Free Reign,Clinic,0,0,November 7 2012,Stuart Berman,7.1,https://pitchfork.com/reviews/albums/17291-free-reign/
"Too Late (Box Set),Photodrame,Ils Étaient 9 Dans L’Obscurité","Trop Tard,Trop Tard,Trop Tard",0,0,November 6 2012,Nick Neyland,"6.1,6.5,6.8",https://pitchfork.com/reviews/albums/17265-too-late-box-set/
