album,artist,bnm,bnr,date,reviewer,score,url
Faust;So Far,Faust;Faust,0,0,September 25 2001,Dominique Leone,"9.0,9.6",https://pitchfork.com/reviews/albums/11738-faustso-far/
Tools in the Dryer,Lambchop,0,0,September 26 2001,Joe Tangari,6.7,https://pitchfork.com/reviews/albums/4655-tools-in-the-dryer/
Iran,Iran,0,0,September 25 2001,Brent S. Sirota,9.6,https://pitchfork.com/reviews/albums/4123-iran/
Mensa Dance Squad,Lesser,0,0,September 26 2001,Malcolm Seymour III,4.9,https://pitchfork.com/reviews/albums/4753-mensa-dance-squad/
The Braille Night,Ida,0,0,September 25 2001,Kristin Sage Rockermann,5.0,https://pitchfork.com/reviews/albums/4054-the-braille-night/
H.O.M.E.S.,Original Brothers and Sisters of Love,0,0,September 25 2001,Dan Kilian,7.3,https://pitchfork.com/reviews/albums/6038-homes/
Hard Again,Scott Tuma,0,0,September 26 2001,Jason Nickey,7.0,https://pitchfork.com/reviews/albums/8183-hard-again/
Rain on Lens,Smog,0,0,September 24 2001,Matt LeMay,7.5,https://pitchfork.com/reviews/albums/7281-rain-on-lens/
The Tired Sounds of...,Stars of the Lid,0,0,September 24 2001,Mark Richard-San,8.6,https://pitchfork.com/reviews/albums/7476-the-tired-sounds-of/
Chitlin' Fooks,Chitlin' Fooks,0,0,September 23 2001,John Dark,7.2,https://pitchfork.com/reviews/albums/1447-chitlin-fooks/
Back to the Mono Kero,eX-Girl,0,0,September 24 2001,Christopher F. Schiel,6.8,https://pitchfork.com/reviews/albums/2863-back-to-the-mono-kero/
God Save the ABPK,Atombombpocketknife,0,0,September 24 2001,Camilo Arturo Leslie,6.6,https://pitchfork.com/reviews/albums/346-god-save-the-abpk/
God Ween Satan: The Oneness,Ween,0,0,September 20 2001,Matt LeMay,9.6,https://pitchfork.com/reviews/albums/8608-god-ween-satan-the-oneness/
Shined Nickels and Loose Change,Rondelles,0,0,September 20 2001,John Dark,5.9,https://pitchfork.com/reviews/albums/6829-shined-nickels-and-loose-change/
"Tigerbeat6, Inc.",,0,0,September 20 2001,Ryan Schreiber,9.0,https://pitchfork.com/reviews/albums/2007-tigerbeat6-inc/
Clouds,Ivory Coast,0,0,September 20 2001,Camilo Arturo Leslie,6.6,https://pitchfork.com/reviews/albums/4142-clouds/
Drawn from Life,Brian Eno;DJ J. Peter Schwalm,0,0,September 19 2001,Mark Richard-San,5.4,https://pitchfork.com/reviews/albums/2794-drawn-from-life/
Faith in the Future,Uberzone,0,0,September 23 2001,Paul Cooper,6.3,https://pitchfork.com/reviews/albums/8331-faith-in-the-future/
Progressive History X,Fluke,0,0,September 23 2001,Malcolm Seymour III,2.0,https://pitchfork.com/reviews/albums/3114-progressive-history-x/
Let You Down,Kingsbury Manx,0,0,September 23 2001,Joe Tangari,7.8,https://pitchfork.com/reviews/albums/4451-let-you-down/
Fading Left to Completely On,Trans Megetti,0,0,September 18 2001,Brendan Reid,7.7,https://pitchfork.com/reviews/albums/8140-fading-left-to-completely-on/
Re:volution EP,Coldcut,0,0,September 18 2001,James P. Wisdom,3.7,https://pitchfork.com/reviews/albums/1533-revolution-ep/
The Drive EP,The Firebird Band,0,0,September 19 2001,Joe Tangari,4.8,https://pitchfork.com/reviews/albums/3063-the-drive-ep/
Volta Do Mar EP,Volta Do Mar,0,0,September 19 2001,Christopher Dare,7.0,https://pitchfork.com/reviews/albums/8486-volta-do-mar-ep/
Headcoats Down!,Thee Headcoats,0,0,September 16 2001,Dan Kilian,8.7,https://pitchfork.com/reviews/albums/7983-headcoats-down/
All Is Dream,Mercury Rev,0,0,September 11 2001,Brendan Reid,8.5,https://pitchfork.com/reviews/albums/5236-all-is-dream/
Rockin' the Suburbs,Ben Folds Five,0,0,September 16 2001,Joe Tangari,6.3,https://pitchfork.com/reviews/albums/3135-rockin-the-suburbs/
II,Idyll Swords,0,0,September 16 2001,Joe Tangari,6.1,https://pitchfork.com/reviews/albums/4065-ii/
Lest We Forget,Pinetop Seven,0,0,September 11 2001,Joe Tangari,8.8,https://pitchfork.com/reviews/albums/6304-lest-we-forget/
Never Mind the Context,Moth Wranglers,0,0,September 17 2001,John Dark,7.3,https://pitchfork.com/reviews/albums/5444-never-mind-the-context/
Ruby Series EP,Rebecca Gates,0,0,September 16 2001,Christopher Dare,7.3,https://pitchfork.com/reviews/albums/3405-ruby-series-ep/
Lubricate Your Living-Room,Bionaut,0,0,September 17 2001,Paul Cooper,5.2,https://pitchfork.com/reviews/albums/707-lubricate-your-living-room/
Bleed American,Jimmy Eat World,0,0,August 21 2001,Ryan Schreiber,3.5,https://pitchfork.com/reviews/albums/4261-bleed-american/
Rooty,Basement Jaxx,0,0,September 18 2001,Malcolm Seymour III,3.8,https://pitchfork.com/reviews/albums/571-rooty/
Collected Simplesongs of My Temporary Past,Schlammpeitziger,0,0,September 17 2001,Mark Richardson,8.6,https://pitchfork.com/reviews/albums/7023-collected-simplesongs-of-my-temporary-past/
Ume Sour,Sisterhood of Convoluted Thinkers,0,0,September 18 2001,Spencer Owen,8.3,https://pitchfork.com/reviews/albums/7190-ume-sour/
Mink Car,They Might Be Giants,0,0,September 17 2001,Matt LeMay,2.8,https://pitchfork.com/reviews/albums/7996-mink-car/
Sound-Dust,Stereolab,0,0,August 28 2001,Brent DiCrescenzo,7.4,https://pitchfork.com/reviews/albums/7494-sound-dust/
White Blood Cells,The White Stripes,0,0,August 23 2001,Dan Kilian & Ryan Schreiber,9.0,https://pitchfork.com/reviews/albums/8651-white-blood-cells/
All This Sounds Gas,Preston School of Industry,0,0,August 28 2001,Ryan Schreiber,5.3,https://pitchfork.com/reviews/albums/6462-all-this-sounds-gas/
Tower in the Fountain of Sparks,Airport 5,0,0,August 30 2001,Brendan Reid,8.0,https://pitchfork.com/reviews/albums/82-tower-in-the-fountain-of-sparks/
Circulatory System,Circulatory System,0,0,August 28 2001,Matt LeMay,9.5,https://pitchfork.com/reviews/albums/1478-circulatory-system/
"The Glow, Pt. 2",The Microphones,0,0,September 10 2001,Matt LeMay,9.2,https://pitchfork.com/reviews/albums/5269-the-glow-pt-2/
Weird Revolution,Butthole Surfers,0,0,August 31 2001,Brent DiCrescenzo,0.4,https://pitchfork.com/reviews/albums/1043-weird-revolution/
Vespertine,Björk,0,0,August 31 2001,Ryan Schreiber,7.2,https://pitchfork.com/reviews/albums/727-vespertine/
Someday My Blues Will Cover the Earth,His Name Is Alive,0,0,August 31 2001,Spencer Owen,6.7,https://pitchfork.com/reviews/albums/3881-someday-my-blues-will-cover-the-earth/
Know by Heart,American Analog Set,0,0,September 9 2001,Joe Tangari,8.0,https://pitchfork.com/reviews/albums/157-know-by-heart/
The Sword of God,Quasi,0,0,September 7 2001,Matt LeMay,6.0,https://pitchfork.com/reviews/albums/6614-the-sword-of-god/
Endless Summer,Fennesz,0,0,July 31 2001,Mark Richard-San,9.4,https://pitchfork.com/reviews/albums/3035-endless-summer/
Through the 90s: Singles and Unreleased,American Analog Set,0,0,August 5 2001,Nick Mirov,6.7,https://pitchfork.com/reviews/albums/155-through-the-90s-singles-and-unreleased/
Through the Age of Quarrel and into the Era of Putting Up with It,American Heritage,0,0,August 18 2001,Brendan Reid,4.4,https://pitchfork.com/reviews/albums/161-through-the-age-of-quarrel-and-into-the-era-of-putting-up-with-it/
Let's Go! EP,The Apples in Stereo,0,0,July 31 2001,Spencer Owen,3.8,https://pitchfork.com/reviews/albums/254-lets-go-ep/
Godmusic,Chocolate Genius,0,0,August 7 2001,Joe Tangari,7.3,https://pitchfork.com/reviews/albums/1451-godmusic/
Ciao!: The Best of Lush,Lush,0,0,July 31 2001,John Dark,8.1,https://pitchfork.com/reviews/albums/4936-ciao-the-best-of-lush/
Gizmodgery,Self,0,0,August 21 2001,Spencer Owen,6.9,https://pitchfork.com/reviews/albums/7067-gizmodgery/
Danse Macabre,The Faint,0,0,July 31 2001,Kristin Sage Rockermann,7.8,https://pitchfork.com/reviews/albums/2950-danse-macabre/
End of Amnesia,M. Ward,0,0,July 17 2001,Ryan Kearney,7.6,https://pitchfork.com/reviews/albums/8580-end-of-amnesia/
Rings Around the World,Super Furry Animals,0,0,July 23 2001,Brent DiCrescenzo,8.9,https://pitchfork.com/reviews/albums/7598-rings-around-the-world/
Burst and Bloom EP,Cursive,0,0,July 21 2001,Dan Kilian,6.9,https://pitchfork.com/reviews/albums/1701-burst-and-bloom-ep/
The Director's Cut,Fantômas,0,0,July 31 2001,Brendan Reid,8.4,https://pitchfork.com/reviews/albums/2988-the-directors-cut/
Howler EP,Songs: Ohia,0,0,July 10 2001,Ryan Kearney,5.0,https://pitchfork.com/reviews/albums/7335-howler-ep/
The Optimist LP,Turin Brakes,0,0,July 17 2001,Dan Kilian,7.7,https://pitchfork.com/reviews/albums/8188-the-optimist-lp/
The Essential Radio Birdman (1974-1978),Radio Birdman,0,0,July 17 2001,Joe Tangari,8.6,https://pitchfork.com/reviews/albums/6652-the-essential-radio-birdman-1974-1978/
Why That Doesn't Surprise Me,The Lucksmiths,0,0,July 7 2001,Richard M. Juzwiak,8.0,https://pitchfork.com/reviews/albums/4906-why-that-doesnt-surprise-me/
E^2 x 10 = Tenure,Daevid Allen's University of Errors,0,0,July 12 2001,Matt LeMay,4.5,https://pitchfork.com/reviews/albums/118-e2-x-10-tenure/
Goodbye to the Edge City EP,Preston School of Industry,0,0,July 9 2001,Dan Kilian,6.8,https://pitchfork.com/reviews/albums/6461-goodbye-to-the-edge-city-ep/
Jagged Thoughts,American Steel,0,0,July 12 2001,Joe Tangari,3.1,https://pitchfork.com/reviews/albums/164-jagged-thoughts/
Ancient Melodies of the Future,Built to Spill,0,0,July 10 2001,Spencer Owen,8.6,https://pitchfork.com/reviews/albums/1015-ancient-melodies-of-the-future/
Out of the Loop,I Am the World Trade Center,0,0,July 17 2001,Jonny Pietin,7.1,https://pitchfork.com/reviews/albums/4040-out-of-the-loop/
Danse Manatee,Animal Collective,0,0,July 1 2001,Brent S. Sirota,3.9,https://pitchfork.com/reviews/albums/7941-danse-manatee/
Blowback,Tricky,0,0,July 2 2001,Brent DiCrescenzo,3.1,https://pitchfork.com/reviews/albums/8155-blowback/
Yesterday Was Dramatic - Today Is OK,Múm,0,0,July 7 2001,Matt LeMay,9.1,https://pitchfork.com/reviews/albums/5502-yesterday-was-dramatic-today-is-ok/
Go Plastic,Squarepusher,0,0,June 26 2001,Ryan Schreiber,5.1,https://pitchfork.com/reviews/albums/7447-go-plastic/
Songs from the Hermetic Theatre,John Zorn,0,0,June 26 2001,Brent S. Sirota,8.6,https://pitchfork.com/reviews/albums/8924-songs-from-the-hermetic-theatre/
"Oh, Inverted World",The Shins,0,0,June 30 2001,Ryan Kearney,8.0,https://pitchfork.com/reviews/albums/7113-oh-inverted-world/
Grinning Cat,Susumu Yokota,0,0,June 26 2001,Mark Richard-San,7.8,https://pitchfork.com/reviews/albums/8875-grinning-cat/
In the Fishtank EP,Low and Dirty Three,0,0,June 30 2001,Brendan Reid,7.9,https://pitchfork.com/reviews/albums/4897-in-the-fishtank-ep/
Vocal Studies + Uprock Narratives,Prefuse 73,0,0,June 30 2001,Christopher Dare,8.7,https://pitchfork.com/reviews/albums/6448-vocal-studies-uprock-narratives/
The Ghost of Fashion,Clem Snide,0,0,June 30 2001,John Dark,7.0,https://pitchfork.com/reviews/albums/1501-the-ghost-of-fashion/
The Walkmen,The Walkmen,0,0,June 26 2001,Brent DiCrescenzo,7.5,https://pitchfork.com/reviews/albums/8570-the-walkmen/
Chicago Underground Quartet,Chicago Underground Quartet,0,0,June 19 2001,Mark Richard-San,7.4,https://pitchfork.com/reviews/albums/1440-chicago-underground-quartet/
The Texas-Jerusalem Crossroads,Lift to Experience,0,0,June 21 2001,Brent S. Sirota,7.8,https://pitchfork.com/reviews/albums/4782-the-texas-jerusalem-crossroads/
Hot Shots II,The Beta Band,0,0,June 30 2001,Matt LeMay,8.6,https://pitchfork.com/reviews/albums/669-hot-shots-ii/
Duets 2001,Robert Barry;Fred Anderson,0,0,June 30 2001,Mark Richard-San,7.6,https://pitchfork.com/reviews/albums/570-duets-2001/
The World Won't End,Pernice Brothers,0,0,June 19 2001,Joe Tangari,7.2,https://pitchfork.com/reviews/albums/6238-the-world-wont-end/
Live at Jittery Joe's,Jeff Mangum,0,0,June 19 2001,Matt LeMay,7.9,https://pitchfork.com/reviews/albums/5070-live-at-jittery-joes/
The Death of a Girl EP,Vue,0,0,June 19 2001,Samir Khan,6.0,https://pitchfork.com/reviews/albums/8504-the-death-of-a-girl-ep/
It's Spooky,Jad Fair,0,0,June 19 2001,Ryan Schreiber,6.3,https://pitchfork.com/reviews/albums/2957-its-spooky/
A Celebratory Arm Gesture,Summer Hymns,0,0,June 18 2001,Matt LeMay,8.8,https://pitchfork.com/reviews/albums/7565-a-celebratory-arm-gesture/
Crane Wars,Beans,0,0,June 15 2001,Christopher Dare,6.1,https://pitchfork.com/reviews/albums/602-crane-wars/
The Invisible Band,Travis,0,0,June 12 2001,Kristin Sage Rockermann,6.1,https://pitchfork.com/reviews/albums/8144-the-invisible-band/
"A Flat Inside a Fog, The Cat That Was a Dog",Bablicon,0,0,June 18 2001,Mark Richard-San,8.0,https://pitchfork.com/reviews/albums/510-a-flat-inside-a-fog-the-cat-that-was-a-dog/
Everybody Wants to Know,Swell,0,0,June 19 2001,Joe Tangari,5.9,https://pitchfork.com/reviews/albums/7662-everybody-wants-to-know/
Time Travel is Lonely,John Vanderslice,0,0,June 12 2001,Spencer Owen,8.0,https://pitchfork.com/reviews/albums/8400-time-travel-is-lonely/
Hotel Lives,Simon Joyner,0,0,June 19 2001,Joe Tangari,8.3,https://pitchfork.com/reviews/albums/4306-hotel-lives/
At Dawn,My Morning Jacket,0,0,June 5 2001,Christopher Dare,7.1,https://pitchfork.com/reviews/albums/5533-at-dawn/
Amnesiac,Radiohead,0,0,June 4 2001,Ryan Schreiber,9.0,https://pitchfork.com/reviews/albums/6659-amnesiac/
Masses,Spring Heel Jack,0,0,June 5 2001,Christopher Dare,8.6,https://pitchfork.com/reviews/albums/7438-masses/
Neu! '75,Neu!,0,0,June 5 2001,Brent S. Sirota,8.5,https://pitchfork.com/reviews/albums/5756-neu-75/
Neu!,Neu!,0,0,June 5 2001,Brent S. Sirota,9.7,https://pitchfork.com/reviews/albums/5754-neu/
Neu! 2,Neu!,0,0,June 5 2001,Brent S. Sirota,7.5,https://pitchfork.com/reviews/albums/5757-neu-2/
The Dream of a Modern Day,Mahogany,0,0,June 5 2001,Ryan Schreiber,8.4,https://pitchfork.com/reviews/albums/5046-the-dream-of-a-modern-day/
Bodily Functions,Matthew Herbert,0,0,June 5 2001,Paul Cooper,8.8,https://pitchfork.com/reviews/albums/3834-bodily-functions/
All the Suits Began to Fall Off EP,Mercury Program,0,0,May 31 2001,Camilo Arturo Leslie,7.9,https://pitchfork.com/reviews/albums/5232-all-the-suits-began-to-fall-off-ep/
More Revery EP,Bonny Billy,0,0,May 31 2001,Matt LeMay,8.0,https://pitchfork.com/reviews/albums/697-more-revery-ep/
Gorillaz,Gorillaz,0,0,May 31 2001,Richard M. Juzwiak,7.0,https://pitchfork.com/reviews/albums/3524-gorillaz/
Calculating Components and Compound Formulas for Mass Population Reconstruction,Anasazi,0,0,May 31 2001,John Dark,2.6,https://pitchfork.com/reviews/albums/177-calculating-components-and-compound-formulas-for-mass-population-reconstruction/
Coquelicot Asleep in the Poppies: A Variety of Whimsical Verse,Of Montreal,0,0,May 31 2001,Matt LeMay,8.0,https://pitchfork.com/reviews/albums/5952-coquelicot-asleep-in-the-poppies-a-variety-of-whimsical-verse/
Argyle Heir,The Ladybug Transistor,0,0,May 22 2001,Dan Kilian,6.8,https://pitchfork.com/reviews/albums/4627-argyle-heir/
Even My Sure Things Fall Through EP,Calexico,0,0,May 22 2001,Joe Tangari,8.6,https://pitchfork.com/reviews/albums/1231-even-my-sure-things-fall-through-ep/
Double Figure,Plaid,0,0,May 29 2001,Malcolm Seymour III,7.6,https://pitchfork.com/reviews/albums/6335-double-figure/
We Love the City,Hefner,0,0,May 31 2001,Mark Richardson,5.2,https://pitchfork.com/reviews/albums/3800-we-love-the-city/
I Poo Poo on Your Juju,Third Eye Foundation,0,0,May 22 2001,Christopher Dare,8.4,https://pitchfork.com/reviews/albums/8011-i-poo-poo-on-your-juju/
"10,000 Hz Legend",Air,0,0,May 28 2001,Ryan Kearney,7.6,https://pitchfork.com/reviews/albums/80-10000-hz-legend/
Looking for Leonard,Portastatic,0,0,May 22 2001,Ryan Kearney,7.0,https://pitchfork.com/reviews/albums/6417-looking-for-leonard/
Flowers,Echo and the Bunnymen,0,0,May 22 2001,Paul Cooper,8.0,https://pitchfork.com/reviews/albums/2669-flowers/
The Tyranny of Distance,Ted Leo and the Pharmacists,0,0,May 31 2001,Kristin Sage Rockermann & Chip Chanko,8.5,https://pitchfork.com/reviews/albums/4738-the-tyranny-of-distance/
The Smith Album,Kleenexgirlwonder,0,0,May 31 2001,Matt LeMay,5.0,https://pitchfork.com/reviews/albums/4488-the-smith-album/
Ovalcommers,Oval,0,0,May 22 2001,Mark Richard-San,7.8,https://pitchfork.com/reviews/albums/6066-ovalcommers/
Pneumonia,Whiskeytown,0,0,May 22 2001,Ryan Kearney,8.1,https://pitchfork.com/reviews/albums/8645-pneumonia/
My Red Hot Car EP,Squarepusher,0,0,May 21 2001,Matt LeMay,8.0,https://pitchfork.com/reviews/albums/7445-my-red-hot-car-ep/
You Should Know by Now,Barbara Manning,0,0,May 22 2001,Nick Mirov,6.2,https://pitchfork.com/reviews/albums/5085-you-should-know-by-now/
Exciter,Depeche Mode,0,0,May 15 2001,Joe Tangari,5.5,https://pitchfork.com/reviews/albums/2283-exciter/
Can Our Love...,Tindersticks,0,0,May 21 2001,Joe Tangari,8.1,https://pitchfork.com/reviews/albums/8074-can-our-love/
Out of the Races and Onto the Tracks EP,The Rapture,0,0,May 21 2001,Brendan Reid,7.3,https://pitchfork.com/reviews/albums/6692-out-of-the-races-and-onto-the-tracks-ep/
A Future Lived in Past Tense,Juno,0,0,May 8 2001,Edward Howard,6.7,https://pitchfork.com/reviews/albums/4320-a-future-lived-in-past-tense/
The Invisible Man,Mark Eitzel,0,0,May 22 2001,Joe Tangari,9.1,https://pitchfork.com/reviews/albums/2703-the-invisible-man/
Lateralus,Tool,0,0,May 15 2001,Brent DiCrescenzo,1.9,https://pitchfork.com/reviews/albums/8104-lateralus/
Weezer (Green Album),Weezer,0,0,May 14 2001,Spencer Owen,4.0,https://pitchfork.com/reviews/albums/8611-weezer-green-album/
Reveal,R.E.M.,0,0,May 14 2001,Matt LeMay,5.0,https://pitchfork.com/reviews/albums/6748-reveal/
The Cold Vein,Cannibal Ox,0,0,May 15 2001,Christopher Dare,8.3,https://pitchfork.com/reviews/albums/1284-the-cold-vein/
Open,Cowboy Junkies,0,0,May 15 2001,Mark Richard-San,7.4,https://pitchfork.com/reviews/albums/1640-open/
Idiology,Mouse on Mars,0,0,April 30 2001,Mark Richard-San,9.6,https://pitchfork.com/reviews/albums/5461-idiology/
Miss E: So Addictive,Missy Elliott,0,0,April 30 2001,Dan Kilian,8.2,https://pitchfork.com/reviews/albums/2757-miss-e-so-addictive/
How Can Any Thing So Little Be Any More EP,Joan of Arc,0,0,April 30 2001,Brent DiCrescenzo,2.2,https://pitchfork.com/reviews/albums/4269-how-can-any-thing-so-little-be-any-more-ep/
Mutilate Us,AM/FM,0,0,April 30 2001,Richard M. Juzwiak,7.1,https://pitchfork.com/reviews/albums/144-mutilate-us/
Look into the Eyeball,David Byrne,0,0,May 8 2001,Spencer Owen,8.0,https://pitchfork.com/reviews/albums/1060-look-into-the-eyeball/
Cousteau,Cousteau,0,0,April 30 2001,Joe Tangari,4.7,https://pitchfork.com/reviews/albums/1638-cousteau/
Field Songs,Mark Lanegan,0,0,May 8 2001,Ryan Kearney,8.0,https://pitchfork.com/reviews/albums/4677-field-songs/
Identikit,Burning Airlines,0,0,May 8 2001,Matt LeMay,7.4,https://pitchfork.com/reviews/albums/1024-identikit/
Acre Thrills,U.S. Maple,0,0,April 24 2001,Spencer Owen,9.1,https://pitchfork.com/reviews/albums/8373-acre-thrills/
8000 B.C.,Otto Von Schirach,0,0,April 24 2001,Mark Richard-San,5.2,https://pitchfork.com/reviews/albums/8494-8000-bc/
A Man Under the Influence,Alejandro Escovedo,0,0,April 24 2001,Joe Tangari,8.3,https://pitchfork.com/reviews/albums/2830-a-man-under-the-influence/
Rock Action,Mogwai,0,0,April 30 2001,Matt LeMay,8.0,https://pitchfork.com/reviews/albums/5365-rock-action/
Necessity: The Four-Track years,Jason Falkner,0,0,April 24 2001,Camilo Arturo Leslie,7.0,https://pitchfork.com/reviews/albums/2964-necessity-the-four-track-years/
Dilate,Bardo Pond,0,0,April 24 2001,Brendan Reid,7.5,https://pitchfork.com/reviews/albums/561-dilate/
"Fetch the Compass, Kids",Danielson Famile,0,0,April 24 2001,Matt LeMay,6.8,https://pitchfork.com/reviews/albums/2166-fetch-the-compass-kids/
Noites do Norte,Caetano Veloso,0,0,April 24 2001,Joe Tangari,8.1,https://pitchfork.com/reviews/albums/8427-noites-do-norte/
Dizzy Spells,The Ex,0,0,April 24 2001,Spencer Owen,8.5,https://pitchfork.com/reviews/albums/2860-dizzy-spells/
cLOUDDEAD,cLOUDDEAD,0,0,April 24 2001,Christopher Dare,8.0,https://pitchfork.com/reviews/albums/1517-clouddead/
Feather Float,OOIOO,0,0,April 24 2001,Spencer Owen,9.0,https://pitchfork.com/reviews/albums/6013-feather-float/
Psychopharmacology,Firewater,0,0,April 17 2001,Jonny Pietin,8.6,https://pitchfork.com/reviews/albums/3070-psychopharmacology/
Surviving the Quiet,Seafood,0,0,April 17 2001,John Dark,7.0,https://pitchfork.com/reviews/albums/7043-surviving-the-quiet/
Leaves Turn Inside You,Unwound,0,0,April 17 2001,Camilo Arturo Leslie,9.0,https://pitchfork.com/reviews/albums/8365-leaves-turn-inside-you/
Just Enough Education to Perform,Stereophonics,0,0,April 17 2001,John Dark,5.2,https://pitchfork.com/reviews/albums/7508-just-enough-education-to-perform/
Confield,Autechre,0,0,April 17 2001,Malcolm Seymour III,8.8,https://pitchfork.com/reviews/albums/365-confield/
604,Ladytron,0,0,March 31 2001,Mark Richard-San,7.5,https://pitchfork.com/reviews/albums/4633-604/
The Swimming Hour,Andrew Bird,0,0,April 3 2001,Joe Tangari,9.0,https://pitchfork.com/reviews/albums/712-the-swimming-hour/
Clicks + Cuts 2,,0,0,April 7 2001,Mark Richard-San,8.3,https://pitchfork.com/reviews/albums/1934-clicks-cuts-2/
Roomsound,Califone,0,0,April 10 2001,Mark Richard-San,8.2,https://pitchfork.com/reviews/albums/1236-roomsound/
Beautiful,Fantastic Plastic Machine,0,0,April 3 2001,Richard M. Juzwiak,8.1,https://pitchfork.com/reviews/albums/2986-beautiful/
Cassidy,Bows,0,0,April 16 2001,Joe Tangari,8.3,https://pitchfork.com/reviews/albums/890-cassidy/
Old Ramon,Red House Painters,0,0,April 10 2001,Ryan Kearney,8.0,https://pitchfork.com/reviews/albums/6713-old-ramon/
Ease Down the Road,Bonnie “Prince” Billy,0,0,March 31 2001,Matt LeMay,7.9,https://pitchfork.com/reviews/albums/701-ease-down-the-road/
Dismemberment Plan & Juno EP,The Dismemberment Plan,0,0,March 31 2001,Matt LeMay,8.0,https://pitchfork.com/reviews/albums/2336-dismemberment-plan-juno-ep/
Agony Part 1,Delarosa and Asora,0,0,March 31 2001,Mark Richard-San,6.6,https://pitchfork.com/reviews/albums/2262-agony-part-1/
A Chance to Cut is a Chance to Cure,Matmos,0,0,March 31 2001,Mark Richard-San,8.8,https://pitchfork.com/reviews/albums/5151-a-chance-to-cut-is-a-chance-to-cure/
Mass Romantic,The New Pornographers,0,0,March 31 2001,Richard M. Juzwiak,8.4,https://pitchfork.com/reviews/albums/5771-mass-romantic/
Funny Cry Happy Gift,Tiffany Anders,0,0,March 31 2001,Camilo Arturo Leslie,6.8,https://pitchfork.com/reviews/albums/183-funny-cry-happy-gift/
Isolation Drills,Guided by Voices,0,0,March 31 2001,Matt LeMay,7.0,https://pitchfork.com/reviews/albums/3593-isolation-drills/
Underwater Moonlight,The Soft Boys,0,0,March 31 2001,Sam Eccleston,8.5,https://pitchfork.com/reviews/albums/7311-underwater-moonlight/
Lemonjelly.ky,Lemon Jelly,0,0,March 31 2001,Paul Cooper,4.2,https://pitchfork.com/reviews/albums/4727-lemonjellyky/
Everything's Fine,Willard Grant Conspiracy,0,0,March 31 2001,John Dark,5.9,https://pitchfork.com/reviews/albums/8685-everythings-fine/
Group Sounds,Rocket from the Crypt,0,0,March 31 2001,Nick Mirov,8.2,https://pitchfork.com/reviews/albums/6812-group-sounds/
Smiley Smile;Wild Honey,The Beach Boys;The Beach Boys,0,0,March 29 2001,Spencer Owen,"9.5,3.5",https://pitchfork.com/reviews/albums/11667-smiley-smilewild-honey/
Sewn to the Sky,Smog,0,0,March 31 2001,Matt LeMay,8.0,https://pitchfork.com/reviews/albums/7280-sewn-to-the-sky/
Month of Sundays,Chamber Strings,0,0,March 27 2001,Dan Kilian,6.9,https://pitchfork.com/reviews/albums/1394-month-of-sundays/
How I Loved You,The Angels of Light,0,0,March 27 2001,Richard M. Juzwiak,4.8,https://pitchfork.com/reviews/albums/186-how-i-loved-you/
Blister Pop,Embarrassment,0,0,March 27 2001,John Dark,7.3,https://pitchfork.com/reviews/albums/2767-blister-pop/
Discovery,Daft Punk,0,0,March 13 2001,Ryan Schreiber,6.4,https://pitchfork.com/reviews/albums/2134-discovery/
Once,The Tyde,0,0,March 20 2001,Joe Tangari,6.6,https://pitchfork.com/reviews/albums/8231-once/
Onsumothasheeat,Carl Craig,0,0,March 13 2001,Paul Cooper,7.7,https://pitchfork.com/reviews/albums/1654-onsumothasheeat/
Bob Dinners and Larry Noodles Present Tubby Turdner's Celebrity Avalanche,Thinking Fellers Union Local 282,0,0,March 20 2001,Joe Tangari,8.6,https://pitchfork.com/reviews/albums/8008-bob-dinners-and-larry-noodles-present-tubby-turdners-celebrity-avalanche/
Golden Street,The Minders,0,0,March 20 2001,Sam Eccleston,5.8,https://pitchfork.com/reviews/albums/5295-golden-street/
Mokoondi,Mice Parade,0,0,March 14 2001,Mark Richard-San,7.6,https://pitchfork.com/reviews/albums/5257-mokoondi/
Consciousness,Windy & Carl,0,0,March 19 2001,Mark Richard-San,8.2,https://pitchfork.com/reviews/albums/8699-consciousness/
Know Your Enemy,Manic Street Preachers,0,0,March 19 2001,Brendan Reid,7.5,https://pitchfork.com/reviews/albums/5072-know-your-enemy/
Hoshi No Koe,Nobukazu Takemura,0,0,March 20 2001,Mark Richard-San,8.2,https://pitchfork.com/reviews/albums/7922-hoshi-no-koe/
Home is Where It Hurts EP,Hood,0,0,March 26 2001,Matt LeMay,7.2,https://pitchfork.com/reviews/albums/3916-home-is-where-it-hurts-ep/
BBC Sessions 1964-1977,The Kinks,0,0,March 20 2001,Ryan Kearney,6.5,https://pitchfork.com/reviews/albums/4459-bbc-sessions-1964-1977/
Up the Country,Sixth Great Lake,0,0,March 13 2001,Ryan Kearney,8.0,https://pitchfork.com/reviews/albums/7213-up-the-country/
Quiet is the New Loud,Kings of Convenience,0,0,March 6 2001,Richard M. Juzwiak,5.2,https://pitchfork.com/reviews/albums/4448-quiet-is-the-new-loud/
Bring on the Snakes,Crooked Fingers,0,0,February 28 2001,Nick Mirov,6.2,https://pitchfork.com/reviews/albums/1672-bring-on-the-snakes/
Musipal,Wagon Christ,0,0,March 6 2001,Spencer Owen,8.0,https://pitchfork.com/reviews/albums/8555-musipal/
